Player,Faction,Faction Detachment,Primary,Secondary,Unique Faction List,Chapter,ChapterDetachment,Unique Chapter List,Wins,Losses,Draws,Games,Avg VP,Avg Oppon VP,Win Percentage,Games by Primary,Games by Secondary,Win % By Faction,VP by Faction,Opp VP by Faction,Win % By Primary,Win % by Chapter,VP by Primary,Top List,Tournament,Ruleset,Date
Rodney Norman,Tyranids,1,,1,,Kronos,1,1,4,1,0,5,27.4,21.4,80.00%,0,,,,,,80.00%,,Yes,Attack-X 2018,ITC,15-Sep
Rupert Campbell,Ynnari,1,1,,1,Ynnari,1,1,4,1,0,5,32,17,80.00%,5,,80.00%,32.00,17.00,80.00%,80.00%,32.00,Yes,Attack-X 2018,ITC,15-Sep
Rupert Campbell,Ynnari,1,,1,,Ynnari,1,,4,1,0,5,32,17,80.00%,0,,,,,,,,Yes,Attack-X 2018,ITC,15-Sep
Ryan Wilds,Astra Militarum,1,1,,1,Death Korps of Krieg,1,1,2,3,0,5,19.2,18.4,40.00%,5,,40.00%,19.20,18.40,40.00%,40.00%,19.20,No,Attack-X 2018,ITC,15-Sep
Ryan Wilds,Astra Militarum,1,,1,,Death Korps of Krieg,1,,2,3,0,5,19.2,18.4,40.00%,0,,,,,,,,No,Attack-X 2018,ITC,15-Sep
Ryan Zecchel,Asuryani,1,1,,1,Alaitoc,1,1,2,3,0,5,22.8,25,40.00%,5,,40.00%,22.80,25.00,40.00%,40.00%,22.80,No,Attack-X 2018,ITC,15-Sep
Ryan Zecchel,Asuryani,1,,1,,Alaitoc,1,,2,3,0,5,22.8,25,40.00%,0,,,,,,,,No,Attack-X 2018,ITC,15-Sep
Ryan Zecchel,Ynnari,1,,1,1,Ynnari,1,1,2,3,0,5,22.8,25,40.00%,0,5,40.00%,22.80,25.00,,40.00%,,No,Attack-X 2018,ITC,15-Sep
Scott Blades,Drukhari,1,1,,1,Kabal of the Black Heart,1,1,3,2,0,5,26.4,23.6,60.00%,5,,60.00%,26.40,23.60,60.00%,60.00%,26.40,No,Attack-X 2018,ITC,15-Sep
Scott Blades,Drukhari,1,,1,,Kabal of the Black Heart,1,,3,2,0,5,26.4,23.6,60.00%,0,,,,,,,,No,Attack-X 2018,ITC,15-Sep
Scott Blades,Drukhari,1,,1,,Prophets of Flesh,1,1,3,2,0,5,26.4,23.6,60.00%,0,,,,,,60.00%,,No,Attack-X 2018,ITC,15-Sep
Scott de Wynter-Wilkie,Orks,1,1,,1,Mixed,1,1,1,4,0,5,21,29.8,20.00%,5,,20.00%,21.00,29.80,20.00%,20.00%,21.00,No,Attack-X 2018,ITC,15-Sep
Scott de Wynter-Wilkie,Orks,1,,1,,Mixed,1,,1,4,0,5,21,29.8,20.00%,0,,,,,,,,No,Attack-X 2018,ITC,15-Sep
Shayne Mitchell,Astra Militarum,1,1,,1,Unknown,1,1,4,1,0,5,28.2,20.2,80.00%,5,,80.00%,28.20,20.20,80.00%,80.00%,28.20,Yes,Attack-X 2018,ITC,15-Sep
Shayne Mitchell,Imperial Knights,1,,1,1,Unknown,1,1,4,1,0,5,28.2,20.2,80.00%,0,5,80.00%,28.20,20.20,,80.00%,,Yes,Attack-X 2018,ITC,15-Sep
Stephen Frolek,Space Wolves,1,1,,1,Space Wolves,1,1,3,2,0,5,25,26.4,60.00%,5,,60.00%,25.00,26.40,60.00%,60.00%,25.00,No,Attack-X 2018,ITC,15-Sep
Stephen Frolek,Adeptus Astartes,1,,1,1,Mixed,1,1,3,2,0,5,25,26.4,60.00%,0,5,60.00%,25.00,26.40,,60.00%,,No,Attack-X 2018,ITC,15-Sep
Stephen Frolek,Astra Militarum,1,,1,1,Catachan,1,1,3,2,0,5,25,26.4,60.00%,0,5,60.00%,25.00,26.40,,60.00%,,No,Attack-X 2018,ITC,15-Sep
Stephen Ogloff,Dark Angels,1,1,,1,Dark Angels,1,1,2,3,0,5,17.8,30.8,40.00%,5,,40.00%,17.80,30.80,40.00%,40.00%,17.80,No,Attack-X 2018,ITC,15-Sep
Stephen Ogloff,Dark Angels,1,,1,,Dark Angels,1,,2,3,0,5,17.8,30.8,40.00%,0,,,,,,,,No,Attack-X 2018,ITC,15-Sep
Sterling Battrick,Adeptus Custodes,1,1,,1,Adeptus Custodes,1,1,4,1,0,5,25.8,19.2,80.00%,5,,80.00%,25.80,19.20,80.00%,80.00%,25.80,Yes,Attack-X 2018,ITC,15-Sep
Sterling Battrick,Astra Militarum,1,,1,1,Cadian,1,1,4,1,0,5,25.8,19.2,80.00%,0,5,80.00%,25.80,19.20,,80.00%,,Yes,Attack-X 2018,ITC,15-Sep
Sterling Battrick,Imperial Knights,1,,1,1,House Taranis,1,1,4,1,0,5,25.8,19.2,80.00%,0,5,80.00%,25.80,19.20,,80.00%,,Yes,Attack-X 2018,ITC,15-Sep
Steve Wowchuk,Chaos Space Marines,1,1,,1,Alpha Legion,1,1,3,2,0,5,18,22.6,60.00%,5,,60.00%,18.00,22.60,60.00%,60.00%,18.00,No,Attack-X 2018,ITC,15-Sep
Steve Wowchuk,Chaos Space Marines,1,,1,,Alpha Legion,1,,3,2,0,5,18,22.6,60.00%,0,,,,,,,,No,Attack-X 2018,ITC,15-Sep
Tak Kawana,Adeptus Astartes,1,1,,1,Ultramarines,1,1,2,3,0,5,23.8,23.6,40.00%,5,,40.00%,23.80,23.60,40.00%,40.00%,23.80,No,Attack-X 2018,ITC,15-Sep
Tak Kawana,Imperial Knights,1,,1,1,Unknown,1,1,2,3,0,5,23.8,23.6,40.00%,0,5,40.00%,23.80,23.60,,40.00%,,No,Attack-X 2018,ITC,15-Sep
Warren Ellis,Asuryani,1,1,,1,Alaitoc,1,1,2,2,1,5,15.6,24.5,50.00%,5,,50.00%,15.60,24.50,50.00%,50.00%,15.60,No,Attack-X 2018,ITC,15-Sep
Will Hellebrand,Imperial Knights,1,1,,1,Unknown,1,1,3,2,0,5,26,18,60.00%,5,,60.00%,26.00,18.00,60.00%,60.00%,26.00,No,Attack-X 2018,ITC,15-Sep
Zach Bell,Astra Militarum,1,1,,1,Tallarn,1,1,3,2,0,5,23.6,18.4,60.00%,5,,60.00%,23.60,18.40,60.00%,60.00%,23.60,No,Attack-X 2018,ITC,15-Sep
Zach Bell,Imperial Knights,1,,1,1,House Taranis,1,1,3,2,0,5,23.6,18.4,60.00%,0,5,60.00%,23.60,18.40,,60.00%,,No,Attack-X 2018,ITC,15-Sep
Adam Gati,Ynnari,1,1,,1,Ynnari,1,1,3,2,0,5,29.6,19.2,60.00%,5,,60.00%,29.60,19.20,60.00%,60.00%,29.60,No,Dicehammer,ITC,15-Sep
Adam Gati,Drukhari,1,,1,1,Kabal of the Black Heart,1,1,3,2,0,5,29.6,19.2,60.00%,0,5,60.00%,29.60,19.20,,60.00%,,No,Dicehammer,ITC,15-Sep
Adam Gati,Asuryani,1,,1,1,Alaitoc,1,1,3,2,0,5,29.6,19.2,60.00%,0,5,60.00%,29.60,19.20,,60.00%,,No,Dicehammer,ITC,15-Sep
Alan Dehesa,Chaos Space Marines,1,1,,1,Alpha Legion,1,1,3,2,0,5,29.2,17.6,60.00%,5,,60.00%,29.20,17.60,60.00%,60.00%,29.20,No,Dicehammer,ITC,15-Sep
Alan Dehesa,Chaos Space Marines,1,,1,,Mixed,1,1,3,2,0,5,29.2,17.6,60.00%,0,,,,,,60.00%,,No,Dicehammer,ITC,15-Sep
Alan Dehesa,Death Guard,1,,1,1,Death Guard,1,1,3,2,0,5,29.2,15.8,60.00%,0,5,60.00%,29.20,15.80,,60.00%,,No,Dicehammer,ITC,15-Sep
Alexander Huckeba,Thousand Sons,1,1,,1,Thousand Sons,1,1,1,3,0,4,27.33,20,25.00%,4,,25.00%,27.33,20.00,25.00%,25.00%,27.33,No,Dicehammer,ITC,15-Sep
Alexander Huckeba,Thousand Sons,1,,1,,Thousand Sons,1,,1,3,0,4,27.33,20,25.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
Alexander Huckeba,Renegade Knights,1,,1,1,Renegade Knights,1,1,1,3,0,4,27.33,25.6,25.00%,0,4,25.00%,27.33,25.60,,25.00%,,No,Dicehammer,ITC,15-Sep
Allan Hernandez,Harlequins,1,1,,1,Frozen Stars,1,1,5,0,0,5,26,17,100.00%,5,,100.00%,26.00,17.00,100.00%,100.00%,26.00,Yes,Dicehammer,ITC,15-Sep
Allan Hernandez,Asuryani,1,,1,1,Alaitoc,1,1,5,0,0,5,26,17,100.00%,0,5,100.00%,26.00,17.00,,100.00%,,Yes,Dicehammer,ITC,15-Sep
Allen Marshall,Adeptus Astartes,1,1,,1,Ultramarines,1,1,3,2,0,5,23.6,20.2,60.00%,5,,60.00%,23.60,20.20,60.00%,60.00%,23.60,No,Dicehammer,ITC,15-Sep
Allen Marshall,Adeptus Astartes,1,,1,,Ultramarines,1,,3,2,0,5,23.6,20.2,60.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
Caleb Huha,Imperial Knights,1,1,,1,House Raven,1,1,3,2,0,5,23.8,17.2,60.00%,5,,60.00%,23.80,17.20,60.00%,60.00%,23.80,No,Dicehammer,ITC,15-Sep
Caleb Huha,Space Wolves,1,,1,1,Space Wolves,1,1,3,2,0,5,23.8,17.2,60.00%,0,5,60.00%,23.80,17.20,,60.00%,,No,Dicehammer,ITC,15-Sep
Caleb Huha,Astra Militarum,1,,1,1,Cadian,1,1,3,2,0,5,23.8,19.4,60.00%,0,5,60.00%,23.80,19.40,,60.00%,,No,Dicehammer,ITC,15-Sep
Camden Jansen,Thousand Sons,1,1,,1,Thousand Sons,1,1,1,1,1,3,26,18.2,50.00%,3,,50.00%,26.00,18.20,50.00%,50.00%,26.00,No,Dicehammer,ITC,15-Sep
Camden Jansen,Chaos Daemons,1,,1,1,Chaos Undivided,1,1,1,1,1,3,26,22.6,50.00%,0,3,50.00%,26.00,22.60,,50.00%,,No,Dicehammer,ITC,15-Sep
Camden Jansen,Death Guard,1,,1,1,Death Guard,1,1,1,1,1,3,26,22.6,50.00%,0,3,50.00%,26.00,22.60,,50.00%,,No,Dicehammer,ITC,15-Sep
Christopher Dreher,Chaos Daemons,1,1,,1,Tzeentch,1,1,1,4,0,5,20.4,24.5,20.00%,5,,20.00%,20.40,24.50,20.00%,20.00%,20.40,No,Dicehammer,ITC,15-Sep
Christopher Dreher,Thousand Sons,1,,1,1,Thousand Sons,1,1,1,4,0,5,20.4,16.5,20.00%,0,5,20.00%,20.40,16.50,,20.00%,,No,Dicehammer,ITC,15-Sep
Christopher Dreher,Thousand Sons,1,,1,,Thousand Sons,1,,1,4,0,5,20.4,22.2,20.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
Cooper Waddell,Tyranids,1,1,,1,Kraken,1,1,4,1,0,5,27.8,16,80.00%,5,,80.00%,27.80,16.00,80.00%,80.00%,27.80,Yes,Dicehammer,ITC,15-Sep
Cooper Waddell,Tyranids,1,,1,,Kronos,1,1,4,1,0,5,27.8,16,80.00%,0,,,,,,80.00%,,Yes,Dicehammer,ITC,15-Sep
Cooper Waddell,Genestealer Cults,1,,1,1,Genestealer Cults,1,1,4,1,0,5,27.8,22.4,80.00%,0,5,80.00%,27.80,22.40,,80.00%,,Yes,Dicehammer,ITC,15-Sep
Danny Kwan,Dark Angels,1,1,,1,Dark Angels,1,1,2,3,0,5,24.4,21.4,40.00%,5,,40.00%,24.40,21.40,40.00%,40.00%,24.40,No,Dicehammer,ITC,15-Sep
Danny Kwan,Blood Angels,1,,1,1,Blood Angels,1,1,2,3,0,5,24.4,21.4,40.00%,0,5,40.00%,24.40,21.40,,40.00%,,No,Dicehammer,ITC,15-Sep
Donald Flanigan,Adeptus Astartes,1,1,,1,Ultramarines,1,1,1,4,0,5,12.8,24.4,20.00%,5,,20.00%,12.80,24.40,20.00%,20.00%,12.80,No,Dicehammer,ITC,15-Sep
Donald Flanigan,Adeptus Astartes,1,,1,,Ultramarines,1,,1,4,0,5,12.8,25.2,20.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
Donald Flanigan,Adeptus Astartes,1,,1,,Ultramarines,1,,1,4,0,5,12.8,25.2,20.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
Doug Johnson,Orks,1,1,,1,Mixed,1,1,1,4,0,5,19.6,22.2,20.00%,5,,20.00%,19.60,22.20,20.00%,20.00%,19.60,No,Dicehammer,ITC,15-Sep
Doug Johnson,Orks,1,,1,,Mixed,1,,1,4,0,5,19.6,22.6,20.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
George Mestakides,Adeptus Astartes,1,1,,1,Ultramarines,1,1,1,4,0,5,18.8,22.6,20.00%,5,,20.00%,18.80,22.60,20.00%,20.00%,18.80,No,Dicehammer,ITC,15-Sep
George Mestakides,Adeptus Astartes,1,,1,,Ultramarines,1,,1,4,0,5,18.8,22.6,20.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
George Mestakides,Blood Angels,1,,1,1,Blood Angels,1,1,1,4,0,5,18.8,20,20.00%,0,5,20.00%,18.80,20.00,,20.00%,,No,Dicehammer,ITC,15-Sep
Hayden Navarre,Chaos Daemons,1,1,,1,Chaos Undivided,1,1,3,2,0,5,26.8,18.2,60.00%,5,,60.00%,26.80,18.20,60.00%,60.00%,26.80,No,Dicehammer,ITC,15-Sep
Hayden Navarre,Thousand Sons,1,,1,1,Thousand Sons,1,1,3,2,0,5,26.8,18.2,60.00%,0,5,60.00%,26.80,18.20,,60.00%,,No,Dicehammer,ITC,15-Sep
Jacob Cook,Tyranids,1,1,,1,Kraken,1,1,1,3,0,4,11.25,27.8,25.00%,4,,25.00%,11.25,27.80,25.00%,25.00%,11.25,No,Dicehammer,ITC,15-Sep
Jacob Cook,Tyranids,1,,1,1,Kraken,1,,1,3,0,4,11.25,27.8,25.00%,0,4,25.00%,11.25,27.80,,,,No,Dicehammer,ITC,15-Sep
James Carmona,Chaos Space Marines,1,1,,1,Alpha Legion,1,1,5,0,0,5,33,15.8,100.00%,5,,100.00%,33.00,15.80,100.00%,100.00%,33.00,Yes,Dicehammer,ITC,15-Sep
James Carmona,Thousand Sons,1,,1,1,Thousand Sons,1,1,5,0,0,5,33,15.8,100.00%,0,5,100.00%,33.00,15.80,,100.00%,,Yes,Dicehammer,ITC,15-Sep
James Carmona,Chaos Daemons,1,,1,1,Chaos Undivided,1,1,5,0,0,5,33,15.8,100.00%,0,5,100.00%,33.00,15.80,,100.00%,,Yes,Dicehammer,ITC,15-Sep
James Thomas,Drukhari,1,1,,1,Kabal of the Black Heart,1,1,2,1,0,3,28.33,18.4,66.67%,3,,66.67%,28.33,18.40,66.67%,66.67%,28.33,No,Dicehammer,ITC,15-Sep
James Thomas,Drukhari,1,,1,,Prophets of Flesh,1,1,2,1,0,3,28.33,18.4,66.67%,0,,,,,,66.67%,,No,Dicehammer,ITC,15-Sep
James Thomas,Drukhari,1,,1,,Cult of the Red Grief,1,1,2,1,0,3,28.33,26.8,66.67%,0,,,,,,66.67%,,No,Dicehammer,ITC,15-Sep
Jesse Rodriguez,Death Guard,1,1,,1,Death Guard,1,1,1,4,0,5,21.6,22.8,20.00%,5,,20.00%,21.60,22.80,20.00%,20.00%,21.60,No,Dicehammer,ITC,15-Sep
Jesse Rodriguez,Chaos Daemons,1,,1,1,Nurgle,1,1,1,4,0,5,21.6,24,20.00%,0,5,20.00%,21.60,24.00,,20.00%,,No,Dicehammer,ITC,15-Sep
Jesse Rodriguez,Chaos Daemons,1,,1,,Nurgle,1,,1,4,0,5,21.6,24,20.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
Joe Riego,Adeptus Custodes,1,1,,1,Adeptus Custodes,1,1,2,3,0,5,23.2,22,40.00%,5,,40.00%,23.20,22.00,40.00%,40.00%,23.20,No,Dicehammer,ITC,15-Sep
Joe Riego,Astra Militarum,1,,1,1,Catachan,1,1,2,3,0,5,23.2,22,40.00%,0,5,40.00%,23.20,22.00,,40.00%,,No,Dicehammer,ITC,15-Sep
Jonathan Starks,Drukhari,1,1,,1,Kabal of the Black Heart,1,1,3,2,0,5,27.6,15.8,60.00%,5,,60.00%,27.60,15.80,60.00%,60.00%,27.60,No,Dicehammer,ITC,15-Sep
Jonathan Starks,Drukhari,1,,1,,Prophets of Flesh,1,1,3,2,0,5,27.6,15.8,60.00%,0,,,,,,60.00%,,No,Dicehammer,ITC,15-Sep
Jordan Stein,Asuryani,1,1,,1,Alaitoc,1,1,2,3,0,5,23.4,26.6,40.00%,5,,40.00%,23.40,26.60,40.00%,40.00%,23.40,No,Dicehammer,ITC,15-Sep
Jordan Stein,Asuryani,1,,1,,Alaitoc,1,,2,3,0,5,23.4,26.6,40.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
Jordan Stein,Drukhari,1,,1,1,Kabal of the Black Heart,1,1,2,3,0,5,23.4,22,40.00%,0,5,40.00%,23.40,22.00,,40.00%,,No,Dicehammer,ITC,15-Sep
Junior Affleje,Necrons,1,1,,1,Mephrit Dynasty,1,1,2,3,0,5,23.2,26.4,40.00%,5,,40.00%,23.20,26.40,40.00%,40.00%,23.20,No,Dicehammer,ITC,15-Sep
Junior Affleje,Necrons,1,,1,,Mephrit Dynasty,1,,2,3,0,5,23.2,26.4,40.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
Kenny Boucher,Renegade Knights,1,1,,1,Renegade Knights,1,1,3,2,0,5,26.8,23.2,60.00%,5,,60.00%,26.80,23.20,60.00%,60.00%,26.80,No,Dicehammer,ITC,15-Sep
Kenny Boucher,Chaos Space Marines,1,,1,1,Alpha Legion,1,1,3,2,0,5,26.8,23.2,60.00%,0,5,60.00%,26.80,23.20,,60.00%,,No,Dicehammer,ITC,15-Sep
Kenny Boucher,Chaos Space Marines,1,,1,,Black Legion,1,1,3,2,0,5,26.8,23.2,60.00%,0,,,,,,60.00%,,No,Dicehammer,ITC,15-Sep
Mark Carrion,Imperial Knights,1,1,,1,House Terryn,1,1,3,1,1,5,30,17.6,70.00%,5,,70.00%,30.00,17.60,70.00%,70.00%,30.00,Yes,Dicehammer,ITC,15-Sep
Mark Carrion,Blood Angels,1,,1,1,Blood Angels,1,1,3,1,1,5,30,21.4,70.00%,0,5,70.00%,30.00,21.40,,70.00%,,Yes,Dicehammer,ITC,15-Sep
Mark Carrion,Astra Militarum,1,,1,1,Catachan,1,1,3,1,1,5,30,21.4,70.00%,0,5,70.00%,30.00,21.40,,70.00%,,Yes,Dicehammer,ITC,15-Sep
Marshall Cummings,Adeptus Astartes,1,1,,1,Ultramarines,1,1,0,5,0,5,13.6,23.6,0.00%,5,,0.00%,13.60,23.60,0.00%,0.00%,13.60,No,Dicehammer,ITC,15-Sep
Marshall Cummings,Imperial Knights,1,,1,1,Unknown,1,1,0,5,0,5,13.6,23.6,0.00%,0,5,0.00%,13.60,23.60,,0.00%,,No,Dicehammer,ITC,15-Sep
Mason Rinehart,Tyranids,1,1,,1,Jormungandr,1,1,2,3,0,5,19.4,25.6,40.00%,5,,40.00%,19.40,25.60,40.00%,40.00%,19.40,No,Dicehammer,ITC,15-Sep
Mason Rinehart,Genestealer Cults,1,,1,1,Genestealer Cults,1,1,2,3,0,5,19.4,25.6,40.00%,0,5,40.00%,19.40,25.60,,40.00%,,No,Dicehammer,ITC,15-Sep
Mason Rinehart,Astra Militarum,1,,1,1,Brood Brothers,1,1,2,3,0,5,19.4,25.6,40.00%,0,5,40.00%,19.40,25.60,,40.00%,,No,Dicehammer,ITC,15-Sep
Matt Estrada,Adeptus Custodes,1,1,,1,Adeptus Custodes,1,1,3,1,1,5,25.6,23.8,70.00%,5,,70.00%,25.60,23.80,70.00%,70.00%,25.60,Yes,Dicehammer,ITC,15-Sep
Matt Estrada,Blood Angels,1,,1,1,Blood Angels,1,1,3,1,1,5,25.6,23.8,70.00%,0,5,70.00%,25.60,23.80,,70.00%,,Yes,Dicehammer,ITC,15-Sep
Matt Estrada,Astra Militarum,1,,1,1,Tallarn,1,1,3,1,1,5,25.6,23.8,70.00%,0,5,70.00%,25.60,23.80,,70.00%,,Yes,Dicehammer,ITC,15-Sep
Michael Timpe,Adeptus Custodes,1,1,,1,Adeptus Custodes,1,1,2,3,0,5,22.6,26.4,40.00%,5,,40.00%,22.60,26.40,40.00%,40.00%,22.60,No,Dicehammer,ITC,15-Sep
Michael Timpe,Inquisition,1,,1,1,Inquisition,1,1,2,3,0,5,22.6,19.8,40.00%,0,5,40.00%,22.60,19.80,,40.00%,,No,Dicehammer,ITC,15-Sep
Nathan Mousa,T'au Empire,1,1,,1,Bork'an Sept,1,1,2,3,0,5,21,19.8,40.00%,5,,40.00%,21.00,19.80,40.00%,40.00%,21.00,No,Dicehammer,ITC,15-Sep
Nathan Mousa,T'au Empire,1,,1,,Bork'an Sept,1,,2,3,0,5,21,19.8,40.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
Nima Mortazavi,Deathwatch,1,1,,1,Deathwatch,1,1,3,2,0,5,19,20.2,60.00%,5,,60.00%,19.00,20.20,60.00%,60.00%,19.00,No,Dicehammer,ITC,15-Sep
Nima Mortazavi,Adeptus Astartes,1,,1,1,Unknown,1,1,3,2,0,5,19,23.6,60.00%,0,5,60.00%,19.00,23.60,,60.00%,,No,Dicehammer,ITC,15-Sep
Nima Mortazavi,Officio Assassinorum,1,,1,1,Officio Assassinorum,1,1,3,2,0,5,19,23.6,60.00%,0,5,60.00%,19.00,23.60,,60.00%,,No,Dicehammer,ITC,15-Sep
Preston Luna,Harlequins,1,1,,1,Soaring Spite,1,1,2,3,0,5,16.8,22.2,40.00%,5,,40.00%,16.80,22.20,40.00%,40.00%,16.80,No,Dicehammer,ITC,15-Sep
Raymond Ahumada,Asuryani,1,1,,1,Alaitoc,1,1,4,1,0,5,27.2,22.4,80.00%,5,,80.00%,27.20,22.40,80.00%,80.00%,27.20,Yes,Dicehammer,ITC,15-Sep
Raymond Ahumada,Asuryani,1,,1,,Alaitoc,1,,4,1,0,5,27.2,22.4,80.00%,0,,,,,,,,Yes,Dicehammer,ITC,15-Sep
Raymond Ahumada,Asuryani,1,,1,,Alaitoc,1,,4,1,0,5,27.2,20.2,80.00%,0,,,,,,,,Yes,Dicehammer,ITC,15-Sep
Richard Cozart,Chaos Daemons,1,1,,1,Khorne,1,1,4,1,0,5,30.2,17,80.00%,5,,80.00%,30.20,17.00,80.00%,80.00%,30.20,Yes,Dicehammer,ITC,15-Sep
Richard Cozart,Chaos Daemons,1,,1,,Nurgle,1,1,4,1,0,5,30.2,17,80.00%,0,,,,,,80.00%,,Yes,Dicehammer,ITC,15-Sep
Richard Cozart,Thousand Sons,1,,1,1,Thousand Sons,1,1,4,1,0,5,30.2,17,80.00%,0,5,80.00%,30.20,17.00,,80.00%,,Yes,Dicehammer,ITC,15-Sep
Ryan Hill,Ynnari,1,1,,1,Ynnari,1,1,2,3,0,5,23.4,21.4,40.00%,5,,40.00%,23.40,21.40,40.00%,40.00%,23.40,No,Dicehammer,ITC,15-Sep
Ryan Hill,Asuryani,1,,1,1,Alaitoc,1,1,2,3,0,5,23.4,23.6,40.00%,0,5,40.00%,23.40,23.60,,40.00%,,No,Dicehammer,ITC,15-Sep
Ryan Hill,Asuryani,1,,1,,Unknown,1,1,2,3,0,5,23.4,26.6,40.00%,0,,,,,,40.00%,,No,Dicehammer,ITC,15-Sep
Ryan Mead,Renegade Knights,1,1,,1,Renegade Knights,1,1,2,3,0,5,25.2,23.6,40.00%,5,,40.00%,25.20,23.60,40.00%,40.00%,25.20,No,Dicehammer,ITC,15-Sep
Ryan Mead,Death Guard,1,,1,1,Death Guard,1,1,2,3,0,5,25.2,20.6,40.00%,0,5,40.00%,25.20,20.60,,40.00%,,No,Dicehammer,ITC,15-Sep
Ryan Mead,Death Guard,1,,1,,Death Guard,1,,2,3,0,5,25.2,18,40.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
Seth Berozofsky,Astra Militarum,1,1,,1,Cadian,1,1,4,1,0,5,26.2,20.2,80.00%,5,,80.00%,26.20,20.20,80.00%,80.00%,26.20,Yes,Dicehammer,ITC,15-Sep
Seth Berozofsky,Astra Militarum,1,,1,,Cadian,1,,4,1,0,5,26.2,17.2,80.00%,0,,,,,,,,Yes,Dicehammer,ITC,15-Sep
Seth Berozofsky,Imperial Knights,1,,1,1,House Raven,1,1,4,1,0,5,26.2,17.2,80.00%,0,5,80.00%,26.20,17.20,,80.00%,,Yes,Dicehammer,ITC,15-Sep
Tom Malone,T'au Empire,1,1,,1,T'au Sept,1,1,2,2,1,5,22,23.6,50.00%,5,,50.00%,22.00,23.60,50.00%,50.00%,22.00,No,Dicehammer,ITC,15-Sep
Tom Malone,T'au Empire,1,,1,,T'au Sept,1,,2,2,1,5,22,23.6,50.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
Tom Malone,T'au Empire,1,,1,,Sa'cea Sept,1,1,2,2,1,5,22,23.6,50.00%,0,,,,,,50.00%,,No,Dicehammer,ITC,15-Sep
Trevor Sandoval,Imperial Knights,1,1,,1,House Hawkshroud,1,1,4,1,0,5,28.2,17,80.00%,5,,80.00%,28.20,17.00,80.00%,80.00%,28.20,Yes,Dicehammer,ITC,15-Sep
Trevor Sandoval,Blood Angels,1,,1,1,Blood Angels,1,1,4,1,0,5,28.2,17,80.00%,0,5,80.00%,28.20,17.00,,80.00%,,Yes,Dicehammer,ITC,15-Sep
Trevor Sandoval,Astra Militarum,1,,1,1,Catachan,1,1,4,1,0,5,28.2,16,80.00%,0,5,80.00%,28.20,16.00,,80.00%,,Yes,Dicehammer,ITC,15-Sep
Tyler Amoy,Imperial Knights,1,1,,1,House Raven,1,1,2,1,0,3,27.67,22.2,66.67%,3,,66.67%,27.67,22.20,66.67%,66.67%,27.67,No,Dicehammer,ITC,15-Sep
Tyler Amoy,Astra Militarum,1,,1,1,Cadian,1,1,2,1,0,3,27.67,24,66.67%,0,3,66.67%,27.67,24.00,,66.67%,,No,Dicehammer,ITC,15-Sep
Tyler Amoy,Blood Angels,1,,1,1,Blood Angels,1,1,2,1,0,3,27.67,24,66.67%,0,3,66.67%,27.67,24.00,,66.67%,,No,Dicehammer,ITC,15-Sep
Tyler Stavast,Dark Angels,1,1,,1,Dark Angels,1,1,1,4,0,5,11.8,25.2,20.00%,5,,20.00%,11.80,25.20,20.00%,20.00%,11.80,No,Dicehammer,ITC,15-Sep
Tyler Stavast,Dark Angels,1,,1,,Dark Angels,1,,1,4,0,5,11.8,27.8,20.00%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
William Couling,Adeptus Astartes,1,1,,1,Imperial Fists,1,1,1,4,0,5,16.2,25.6,20.00%,5,,20.00%,16.20,25.60,20.00%,20.00%,16.20,No,Dicehammer,ITC,15-Sep
William Couling,Officio Assassinorum,1,,1,1,Officio Assassinorum,1,1,1,4,0,5,16.2,25.6,20.00%,0,5,20.00%,16.20,25.60,,20.00%,,No,Dicehammer,ITC,15-Sep
William Farley,Imperial Knights,1,1,,1,House Taranis,1,1,3,2,0,5,24.6,20.8,60.00%,5,,60.00%,24.60,20.80,60.00%,60.00%,24.60,No,Dicehammer,ITC,15-Sep
William Farley,Astra Militarum,1,,1,1,Cadian,1,1,3,2,0,5,24.6,17.2,60.00%,0,5,60.00%,24.60,17.20,,60.00%,,No,Dicehammer,ITC,15-Sep
William Roush,T'au Empire,1,1,,1,Bork'an Sept,1,1,1,2,0,3,24.67,24.4,33.33%,3,,33.33%,24.67,24.40,33.33%,33.33%,24.67,No,Dicehammer,ITC,15-Sep
William Roush,T'au Empire,1,,1,,Bork'an Sept,1,,1,2,0,3,24.67,24.4,33.33%,0,,,,,,,,No,Dicehammer,ITC,15-Sep
